,item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales
7121,FDK09,15.199999809265137,Low Fat,0.092282353,Snack Foods,227.23519897460938,OUT017,2007,Small,Tier 2,Supermarket Type1,4122.6336
7122,NCJ43,6.635000228881836,Low Fat,0.045308629,Household,173.1396026611328,OUT010,1998,Small,Tier 3,Grocery Store,348.8792
7123,FDT11,5.940000057220459,Regular,0.029538509,Breads,189.45559692382812,OUT017,2007,Small,Tier 2,Supermarket Type1,1877.556
7124,FDG34,11.5,Regular,0.062885197,Snack Foods,106.72540283203125,OUT010,1998,Small,Tier 3,Grocery Store,542.627
7125,FDQ36,7.855000019073486,Regular,0.162461219,Baking Goods,39.2848014831543,OUT017,2007,Small,Tier 2,Supermarket Type1,857.5504
7126,FDT55,13.600000381469727,Regular,0.043902087,Fruits and Vegetables,157.0946044921875,OUT017,2007,Small,Tier 2,Supermarket Type1,5522.811
7127,FDP32,6.650000095367432,Low Fat,0.08816538,Fruits and Vegetables,126.8677978515625,OUT017,2007,Small,Tier 2,Supermarket Type1,1780.3492
7128,NCM18,13.0,LF,0.083009876,Household,61.11940002441406,OUT045,2002,Small,Tier 2,Supermarket Type1,2352.9372
7129,FDD38,16.75,Regular,0.013711274,Canned,100.26740264892578,OUT010,1998,Small,Tier 3,Grocery Store,203.7348
7130,FDS37,7.65500020980835,Low Fat,0.032009653,Canned,117.24919891357422,OUT045,2002,Small,Tier 2,Supermarket Type1,2432.8332
7131,FDY60,10.5,Regular,0.026424424,Baking Goods,145.21279907226562,OUT045,2002,Small,Tier 2,Supermarket Type1,3739.1328
7132,FDM28,15.699999809265137,Low Fat,0.045295529,Frozen Foods,181.36599731445312,OUT045,2002,Small,Tier 2,Supermarket Type1,1977.426
7133,FDY33,14.5,Regular,0.097750937,Snack Foods,159.7261962890625,OUT017,2007,Small,Tier 2,Supermarket Type1,5728.5432
7134,FDR56,15.5,Regular,0.101335811,Fruits and Vegetables,196.57679748535156,OUT017,2007,Small,Tier 2,Supermarket Type1,3350.3056
7135,FDB34,15.25,Low Fat,0.026760329,Snack Foods,86.0197982788086,OUT017,2007,Small,Tier 2,Supermarket Type1,2006.0554
7136,FDY47,8.600000381469727,Regular,0.054594957,Breads,130.531005859375,OUT045,2002,Small,Tier 2,Supermarket Type1,1298.31
7137,FDR51,9.03499984741211,Regular,0.173821519,Meat,151.47079467773438,OUT045,2002,Small,Tier 2,Supermarket Type1,2407.5328
7138,FDJ04,18.0,Low Fat,0.12470444,Frozen Foods,120.3124008178711,OUT045,2002,Small,Tier 2,Supermarket Type1,2725.7852
7139,FDH14,17.100000381469727,Regular,0.046903482,Canned,142.08380126953125,OUT045,2002,Small,Tier 2,Supermarket Type1,2528.7084
7140,FDX31,20.350000381469727,Regular,0.0,Fruits and Vegetables,234.4958038330078,OUT045,2002,Small,Tier 2,Supermarket Type1,1402.1748
7141,FDC47,15.0,Low Fat,0.119131749,Snack Foods,226.9694061279297,OUT045,2002,Small,Tier 2,Supermarket Type1,6851.082
7142,NCR42,9.104999542236328,Low Fat,0.038559926,Household,33.88999938964844,OUT045,2002,Small,Tier 2,Supermarket Type1,99.87
7143,FDF21,10.300000190734863,Regular,0.059160135,Fruits and Vegetables,191.55299377441406,OUT017,2007,Small,Tier 2,Supermarket Type1,6641.355
7144,FDD39,16.700000762939453,Low Fat,0.070297175,Dairy,216.38499450683594,OUT045,2002,Small,Tier 2,Supermarket Type1,3678.545
7145,DRI01,7.96999979019165,Low Fat,0.0,Soft Drinks,173.74220275878906,OUT045,2002,Small,Tier 2,Supermarket Type1,2759.0752
7146,NCS30,5.945000171661377,Low Fat,0.0,Household,128.96519470214844,OUT017,2007,Small,Tier 2,Supermarket Type1,1808.3128
7147,FDU23,12.149999618530273,Low Fat,0.036360676,Breads,166.01840209960938,OUT010,1998,Small,Tier 3,Grocery Store,330.2368
7148,FDJ28,12.300000190734863,Low Fat,0.021984639,Frozen Foods,191.21620178222656,OUT017,2007,Small,Tier 2,Supermarket Type1,1924.162
7149,FDC14,14.5,Regular,0.041482394,Canned,40.0453987121582,OUT017,2007,Small,Tier 2,Supermarket Type1,209.727
7150,FDV44,8.364999771118164,Regular,0.040069806,Fruits and Vegetables,190.7187957763672,OUT017,2007,Small,Tier 2,Supermarket Type1,1904.188
7151,NCF43,8.510000228881836,Low Fat,0.052239735,Household,141.94700622558594,OUT017,2007,Small,Tier 2,Supermarket Type1,2004.058
7152,FDF57,14.5,Regular,0.058946687,Fruits and Vegetables,168.64480590820312,OUT045,2002,Small,Tier 2,Supermarket Type1,2897.5616
7153,FDA08,11.850000381469727,Regular,0.050368454,Fruits and Vegetables,163.85260009765625,OUT017,2007,Small,Tier 2,Supermarket Type1,1808.9786
7154,NCN26,10.850000381469727,LF,0.048004263,Household,117.58080291748047,OUT010,1998,Small,Tier 3,Grocery Store,351.5424
7155,FDP03,5.150000095367432,Regular,0.0,Meat,122.93879699707031,OUT017,2007,Small,Tier 2,Supermarket Type1,2105.2596
7156,FDC51,10.895000457763672,Regular,0.009641375,Dairy,124.1729965209961,OUT045,2002,Small,Tier 2,Supermarket Type1,1601.249
7157,FDW24,6.800000190734863,Low Fat,0.037573095,Baking Goods,50.203399658203125,OUT045,2002,Small,Tier 2,Supermarket Type1,1166.4816
7158,NCQ41,14.800000190734863,Low Fat,0.032606181,Health and Hygiene,193.57940673828125,OUT010,1998,Small,Tier 3,Grocery Store,390.1588
7159,FDV36,18.700000762939453,Low Fat,0.026355345,Baking Goods,127.10199737548828,OUT045,2002,Small,Tier 2,Supermarket Type1,3289.052
7160,NCW41,18.0,Low Fat,0.01548171,Health and Hygiene,159.3603973388672,OUT045,2002,Small,Tier 2,Supermarket Type1,2059.9852
7161,FDE36,5.260000228881836,Regular,0.041857101,Baking Goods,162.78680419921875,OUT045,2002,Small,Tier 2,Supermarket Type1,4258.4568
7162,FDO27,6.175000190734863,Regular,0.0,Meat,94.9751968383789,OUT045,2002,Small,Tier 2,Supermarket Type1,1534.0032
7163,FDW27,5.860000133514404,Regular,0.151159243,Meat,156.6313934326172,OUT045,2002,Small,Tier 2,Supermarket Type1,3257.7594
7164,FDN04,11.800000190734863,Regular,0.014166739,Frozen Foods,178.23440551757812,OUT017,2007,Small,Tier 2,Supermarket Type1,2854.9504
7165,FDZ08,12.5,Regular,0.110215444,Fruits and Vegetables,81.85919952392578,OUT045,2002,Small,Tier 2,Supermarket Type1,1238.388
7166,FDS35,9.300000190734863,Low Fat,0.11184963,Breads,64.68260192871094,OUT017,2007,Small,Tier 2,Supermarket Type1,774.9912
7167,NCK05,20.100000381469727,LF,0.077892365,Health and Hygiene,59.353599548339844,OUT017,2007,Small,Tier 2,Supermarket Type1,918.804
7168,FDT46,11.350000381469727,Low Fat,0.051564827,Snack Foods,49.00080108642578,OUT010,1998,Small,Tier 3,Grocery Store,101.2016
7169,NCR17,9.800000190734863,Low Fat,0.024521239,Health and Hygiene,117.54920196533203,OUT017,2007,Small,Tier 2,Supermarket Type1,1390.1904
7170,NCN54,20.350000381469727,Low Fat,0.021447102,Household,76.33280181884766,OUT017,2007,Small,Tier 2,Supermarket Type1,1312.9576
7171,DRN47,12.100000381469727,Low Fat,0.0,Hard Drinks,179.86599731445312,OUT045,2002,Small,Tier 2,Supermarket Type1,3595.32
7172,FDU21,11.800000190734863,Regular,0.076876046,Snack Foods,33.155799865722656,OUT045,2002,Small,Tier 2,Supermarket Type1,543.2928
7173,FDI15,13.800000190734863,Low Fat,0.14215211,Dairy,263.5884094238281,OUT017,2007,Small,Tier 2,Supermarket Type1,2384.8956
7174,FDU39,18.850000381469727,Low Fat,0.036241797,Meat,57.356201171875,OUT017,2007,Small,Tier 2,Supermarket Type1,1007.3554
7175,FDI60,7.21999979019165,Regular,0.038398937,Baking Goods,61.95100021362305,OUT045,2002,Small,Tier 2,Supermarket Type1,1518.024
7176,FDK33,17.850000381469727,Low Fat,0.011258035,Snack Foods,211.656005859375,OUT045,2002,Small,Tier 2,Supermarket Type1,2556.672
7177,DRK37,5.0,Low Fat,0.0,Soft Drinks,189.85299682617188,OUT045,2002,Small,Tier 2,Supermarket Type1,4933.578
7178,NCD07,9.100000381469727,LF,0.0,Household,115.45179748535156,OUT017,2007,Small,Tier 2,Supermarket Type1,2390.8878
7179,NCH42,6.860000133514404,Low Fat,0.061155983,Household,228.4010009765625,OUT010,1998,Small,Tier 3,Grocery Store,229.701
7180,FDG29,17.600000381469727,Low Fat,0.05661033,Frozen Foods,41.745399475097656,OUT017,2007,Small,Tier 2,Supermarket Type1,209.727
7181,FDJ38,8.600000381469727,Regular,0.040432954,Canned,191.6529998779297,OUT017,2007,Small,Tier 2,Supermarket Type1,3795.06
7182,FDW24,6.800000190734863,Low Fat,0.062762374,Baking Goods,50.40340042114258,OUT010,1998,Small,Tier 3,Grocery Store,48.6034
7183,FDU25,12.350000381469727,Low Fat,0.026735372,Canned,57.424598693847656,OUT045,2002,Small,Tier 2,Supermarket Type1,810.9444
7184,FDS37,7.65500020980835,Low Fat,0.032125561,Canned,115.74919891357422,OUT017,2007,Small,Tier 2,Supermarket Type1,2548.6824
7185,FDR34,17.0,Regular,0.015997687,Snack Foods,229.13519287109375,OUT045,2002,Small,Tier 2,Supermarket Type1,4580.704
7186,FDW32,18.350000381469727,Regular,0.094488071,Fruits and Vegetables,87.18820190429688,OUT045,2002,Small,Tier 2,Supermarket Type1,515.3292
7187,NCL06,14.649999618530273,Low Fat,0.072212787,Household,260.95941162109375,OUT045,2002,Small,Tier 2,Supermarket Type1,2878.2534
7188,NCO14,9.600000381469727,Low Fat,0.02981155,Household,45.20859909057617,OUT017,2007,Small,Tier 2,Supermarket Type1,669.129
7189,FDW52,14.0,Regular,0.037734782,Frozen Foods,166.45260620117188,OUT017,2007,Small,Tier 2,Supermarket Type1,4769.1254
7190,NCZ30,6.590000152587891,Low Fat,0.0,Household,119.10980224609375,OUT017,2007,Small,Tier 2,Supermarket Type1,964.0784
7191,FDY35,17.600000381469727,Regular,0.026827052,Breads,47.8401985168457,OUT010,1998,Small,Tier 3,Grocery Store,91.8804
7192,FDN56,5.460000038146973,Regular,0.107662745,Fruits and Vegetables,143.87860107421875,OUT017,2007,Small,Tier 2,Supermarket Type1,4334.358
7193,FDI08,18.200000762939453,Regular,0.066672058,Fruits and Vegetables,248.1092071533203,OUT017,2007,Small,Tier 2,Supermarket Type1,4233.1564
7194,FDY15,18.25,Regular,0.171174491,Dairy,156.46299743652344,OUT045,2002,Small,Tier 2,Supermarket Type1,938.778
7195,DRO47,10.194999694824219,Low Fat,0.112859454,Hard Drinks,114.48600006103516,OUT017,2007,Small,Tier 2,Supermarket Type1,2490.092
7196,FDM09,11.149999618530273,Regular,0.086105815,Snack Foods,167.87899780273438,OUT045,2002,Small,Tier 2,Supermarket Type1,2886.243
7197,FDS57,15.5,Low Fat,0.0,Snack Foods,141.5469970703125,OUT017,2007,Small,Tier 2,Supermarket Type1,3006.087
7198,FDP03,5.150000095367432,Regular,0.10239789,Meat,122.13880157470703,OUT010,1998,Small,Tier 3,Grocery Store,495.3552
7199,FDT04,17.25,Low Fat,0.0,Frozen Foods,37.58219909667969,OUT010,1998,Small,Tier 3,Grocery Store,196.411
7200,FDA39,6.320000171661377,Low Fat,0.021287234,Meat,38.58219909667969,OUT010,1998,Small,Tier 3,Grocery Store,78.5644
7201,FDU02,13.350000381469727,Low Fat,0.1027194,Dairy,228.835205078125,OUT045,2002,Small,Tier 2,Supermarket Type1,5267.8096
7202,FDA32,14.0,Low Fat,0.050371508,Fruits and Vegetables,214.7191925048828,OUT010,1998,Small,Tier 3,Grocery Store,862.8768
7203,NCW53,18.350000381469727,Low Fat,0.030556922,Health and Hygiene,190.61619567871094,OUT045,2002,Small,Tier 2,Supermarket Type1,3271.0754
7204,FDO46,9.600000381469727,Regular,0.0,Snack Foods,191.0872039794922,OUT017,2007,Small,Tier 2,Supermarket Type1,4349.0056
7205,NCK53,11.600000381469727,Low Fat,0.037793818,Health and Hygiene,99.30419921875,OUT017,2007,Small,Tier 2,Supermarket Type1,2281.6966
7206,FDJ44,12.300000190734863,Regular,0.106928681,Fruits and Vegetables,173.73959350585938,OUT017,2007,Small,Tier 2,Supermarket Type1,3663.2316
7207,FDN22,18.850000381469727,Regular,0.138585859,Snack Foods,252.47239685058594,OUT045,2002,Small,Tier 2,Supermarket Type1,3271.7412
7208,FDK48,7.445000171661377,Low Fat,0.037708542,Baking Goods,74.73539733886719,OUT045,2002,Small,Tier 2,Supermarket Type1,1128.531
7209,FDM21,20.200000762939453,Low Fat,0.06449461,Snack Foods,259.26458740234375,OUT045,2002,Small,Tier 2,Supermarket Type1,3091.9752
7210,FDX12,18.200000762939453,Regular,0.026117345,Baking Goods,239.2196044921875,OUT045,2002,Small,Tier 2,Supermarket Type1,3133.2548
7211,FDG09,20.600000381469727,Regular,0.080235512,Fruits and Vegetables,188.95559692382812,OUT010,1998,Small,Tier 3,Grocery Store,563.2668
7212,FDC10,9.800000190734863,Regular,0.073289899,Snack Foods,120.80979919433594,OUT017,2007,Small,Tier 2,Supermarket Type1,1325.6078
7213,NCQ30,7.724999904632568,LF,0.048661041,Household,123.74140167236328,OUT010,1998,Small,Tier 3,Grocery Store,121.8414
7214,FDV11,9.100000381469727,Regular,0.136695145,Breads,173.4053955078125,OUT010,1998,Small,Tier 3,Grocery Store,875.527
7215,FDR25,17.0,Regular,0.140311123,Canned,265.6883850097656,OUT017,2007,Small,Tier 2,Supermarket Type1,2649.884
7216,FDB26,14.0,Regular,0.031330907,Canned,52.36399841308594,OUT045,2002,Small,Tier 2,Supermarket Type1,745.696
7217,DRD01,12.100000381469727,Regular,0.061521569,Soft Drinks,55.86140060424805,OUT017,2007,Small,Tier 2,Supermarket Type1,1436.7964
7218,FDG32,19.850000381469727,LF,0.176991029,Fruits and Vegetables,221.5771942138672,OUT017,2007,Small,Tier 2,Supermarket Type1,3558.0352
7219,DRD27,18.75,Low Fat,0.0,Dairy,97.9041976928711,OUT045,2002,Small,Tier 2,Supermarket Type1,1686.4714
7220,FDB58,10.5,Regular,0.013572808,Snack Foods,143.21539306640625,OUT017,2007,Small,Tier 2,Supermarket Type1,1559.9694
7221,NCV41,14.350000381469727,Low Fat,0.017073332,Health and Hygiene,109.52279663085938,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.842
7222,FDI40,11.5,Regular,0.126313413,Frozen Foods,100.63580322265625,OUT017,2007,Small,Tier 2,Supermarket Type1,2010.716
7223,FDR37,16.5,Regular,0.066383907,Breakfast,180.42919921875,OUT045,2002,Small,Tier 2,Supermarket Type1,2189.1504
7224,FDB39,11.600000381469727,Low Fat,0.038736838,Dairy,55.82720184326172,OUT017,2007,Small,Tier 2,Supermarket Type1,1454.1072
7225,DRD13,15.0,Low Fat,0.049178998,Soft Drinks,65.6167984008789,OUT045,2002,Small,Tier 2,Supermarket Type1,639.168
7226,NCZ18,7.824999809265137,Low Fat,0.0,Household,253.4698028564453,OUT017,2007,Small,Tier 2,Supermarket Type1,6849.0846
7227,FDM25,10.694999694824219,Regular,0.10154201,Breakfast,173.7711944580078,OUT010,1998,Small,Tier 3,Grocery Store,175.7712
7228,FDO37,8.0600004196167,Low Fat,0.021497594,Breakfast,230.3325958251953,OUT017,2007,Small,Tier 2,Supermarket Type1,1386.1956
7229,NCP02,7.105000019073486,Low Fat,0.075000682,Household,61.05619812011719,OUT010,1998,Small,Tier 3,Grocery Store,296.281
7230,NCJ19,18.600000381469727,LF,0.118419683,Others,58.35879898071289,OUT045,2002,Small,Tier 2,Supermarket Type1,1545.9876
7231,FDZ58,17.850000381469727,Low Fat,0.052471995,Snack Foods,123.70719909667969,OUT017,2007,Small,Tier 2,Supermarket Type1,2450.144
7232,FDD56,15.199999809265137,Regular,0.103988736,Fruits and Vegetables,177.00540161132812,OUT045,2002,Small,Tier 2,Supermarket Type1,3677.2134
7233,FDG50,7.40500020980835,Low Fat,0.02556185,Canned,89.714599609375,OUT010,1998,Small,Tier 3,Grocery Store,182.4292
7234,FDH28,15.850000381469727,Regular,0.110653377,Frozen Foods,36.950599670410156,OUT017,2007,Small,Tier 2,Supermarket Type1,759.012
7235,FDP16,18.600000381469727,Low Fat,0.065771529,Frozen Foods,245.7801971435547,OUT010,1998,Small,Tier 3,Grocery Store,245.6802
7236,NCQ29,12.0,Low Fat,0.0,Health and Hygiene,262.3277893066406,OUT017,2007,Small,Tier 2,Supermarket Type1,1561.9668
7237,NCK05,20.100000381469727,Low Fat,0.0,Health and Hygiene,61.353599548339844,OUT010,1998,Small,Tier 3,Grocery Store,183.7608
7238,FDA07,7.550000190734863,Regular,0.051794958,Fruits and Vegetables,122.6072006225586,OUT010,1998,Small,Tier 3,Grocery Store,122.5072
7239,FDT34,9.300000190734863,Low Fat,0.175336471,Snack Foods,107.09639739990234,OUT017,2007,Small,Tier 2,Supermarket Type1,1472.7496
7240,FDD11,12.850000381469727,Low Fat,0.030789914,Starchy Foods,254.9040069580078,OUT017,2007,Small,Tier 2,Supermarket Type1,3036.048
7241,FDQ47,7.15500020980835,Regular,0.168527463,Breads,33.687400817871094,OUT045,2002,Small,Tier 2,Supermarket Type1,1023.3346
7242,FDC04,15.600000381469727,Low Fat,0.045076878,Dairy,241.38540649414062,OUT045,2002,Small,Tier 2,Supermarket Type1,2900.2248
7243,FDT12,6.215000152587891,Regular,0.049902382,Baking Goods,225.8061981201172,OUT017,2007,Small,Tier 2,Supermarket Type1,3159.8868
7244,FDD40,20.25,Regular,0.014823358,Dairy,190.71620178222656,OUT045,2002,Small,Tier 2,Supermarket Type1,1154.4972
7245,FDB16,8.210000038146973,Low Fat,0.045016894,Dairy,87.61979675292969,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574
7246,FDF16,7.300000190734863,Low Fat,0.086307051,Frozen Foods,146.80760192871094,OUT045,2002,Small,Tier 2,Supermarket Type1,1330.2684
7247,FDX31,20.350000381469727,Regular,0.024815024,Fruits and Vegetables,234.09579467773438,OUT010,1998,Small,Tier 3,Grocery Store,467.3916
7248,DRF01,5.65500020980835,LF,0.176070535,Soft Drinks,144.01019287109375,OUT017,2007,Small,Tier 2,Supermarket Type1,1749.7224
7249,FDO37,8.0600004196167,Low Fat,0.035780177,Breakfast,230.23260498046875,OUT010,1998,Small,Tier 3,Grocery Store,693.0978
7250,FDY56,16.350000381469727,Regular,0.104463896,Fruits and Vegetables,227.106201171875,OUT010,1998,Small,Tier 3,Grocery Store,225.7062
7251,NCW06,16.200000762939453,Low Fat,0.050442528,Household,190.81619262695312,OUT045,2002,Small,Tier 2,Supermarket Type1,2693.8268
7252,DRJ01,6.135000228881836,Low Fat,0.192540665,Soft Drinks,160.22360229492188,OUT010,1998,Small,Tier 3,Grocery Store,322.2472
7253,FDM51,11.800000190734863,Regular,0.0,Meat,102.46739959716797,OUT010,1998,Small,Tier 3,Grocery Store,203.7348
7254,FDA32,14.0,LF,0.0,Fruits and Vegetables,216.91920471191406,OUT017,2007,Small,Tier 2,Supermarket Type1,6471.576
7255,DRQ35,9.300000190734863,low fat,0.042377219,Hard Drinks,123.73880004882812,OUT045,2002,Small,Tier 2,Supermarket Type1,1609.9044
7256,FDJ07,7.260000228881836,Low Fat,0.02414202,Meat,117.41500091552734,OUT010,1998,Small,Tier 3,Grocery Store,466.06
7257,FDQ13,11.100000381469727,Low Fat,0.010663189,Canned,82.39080047607422,OUT045,2002,Small,Tier 2,Supermarket Type1,1342.2528
7258,FDK20,12.600000381469727,Regular,0.041641933,Fruits and Vegetables,121.1072006225586,OUT045,2002,Small,Tier 2,Supermarket Type1,980.0576
7259,FDK34,13.350000381469727,Low Fat,0.038744606,Snack Foods,239.3563995361328,OUT017,2007,Small,Tier 2,Supermarket Type1,3098.6332
7260,FDX50,20.100000381469727,Low Fat,0.124910635,Dairy,109.622802734375,OUT010,1998,Small,Tier 3,Grocery Store,110.5228
7261,FDH33,12.850000381469727,Low Fat,0.12241394,Snack Foods,42.94279861450195,OUT017,2007,Small,Tier 2,Supermarket Type1,703.0848
7262,NCO29,11.149999618530273,Low Fat,0.032321608,Health and Hygiene,165.65260314941406,OUT045,2002,Small,Tier 2,Supermarket Type1,1315.6208
7263,FDK22,9.800000190734863,Low Fat,0.026139404,Snack Foods,216.78500366210938,OUT045,2002,Small,Tier 2,Supermarket Type1,1947.465
7264,FDY25,12.0,Low Fat,0.034166609,Canned,181.297607421875,OUT017,2007,Small,Tier 2,Supermarket Type1,5070.7328
7265,FDD05,19.350000381469727,Low Fat,0.016705436,Frozen Foods,120.80979919433594,OUT017,2007,Small,Tier 2,Supermarket Type1,3374.2744
7266,FDS10,19.200000762939453,Low Fat,0.058893461,Snack Foods,178.93179321289062,OUT010,1998,Small,Tier 3,Grocery Store,180.4318
7267,FDS47,16.75,Low Fat,0.12961476,Breads,86.18560028076172,OUT017,2007,Small,Tier 2,Supermarket Type1,1406.1696
7268,FDO40,17.100000381469727,Low Fat,0.054612768,Frozen Foods,150.23919677734375,OUT010,1998,Small,Tier 3,Grocery Store,596.5568
7269,FDM50,13.0,Regular,0.030150193,Canned,61.422000885009766,OUT045,2002,Small,Tier 2,Supermarket Type1,539.298
7270,FDF44,7.170000076293945,Regular,0.059849153,Fruits and Vegetables,129.49679565429688,OUT045,2002,Small,Tier 2,Supermarket Type1,3392.9168
7271,FDS21,19.850000381469727,reg,0.034942397,Snack Foods,61.91939926147461,OUT010,1998,Small,Tier 3,Grocery Store,123.8388
7272,FDX49,4.614999771118164,Regular,0.102038294,Canned,231.92999267578125,OUT045,2002,Small,Tier 2,Supermarket Type1,2563.33
7273,NCN53,5.175000190734863,Low Fat,0.030527166,Health and Hygiene,33.587398529052734,OUT017,2007,Small,Tier 2,Supermarket Type1,635.1732
7274,DRG11,6.385000228881836,Low Fat,0.14032811,Hard Drinks,109.15959930419922,OUT010,1998,Small,Tier 3,Grocery Store,107.8596
7275,FDY04,17.700000762939453,Regular,0.042716709,Frozen Foods,163.2209930419922,OUT017,2007,Small,Tier 2,Supermarket Type1,1794.331
7276,FDG20,15.5,Regular,0.125942816,Fruits and Vegetables,176.0028076171875,OUT045,2002,Small,Tier 2,Supermarket Type1,1239.7196
7277,NCH55,16.350000381469727,Low Fat,0.0,Household,127.9020004272461,OUT017,2007,Small,Tier 2,Supermarket Type1,2150.534
7278,FDX52,11.5,Regular,0.04224015,Frozen Foods,194.98199462890625,OUT017,2007,Small,Tier 2,Supermarket Type1,3089.312
7279,FDT03,21.25,Low Fat,0.016735879,Meat,185.26080322265625,OUT010,1998,Small,Tier 3,Grocery Store,183.7608
7280,FDS35,9.300000190734863,Low Fat,0.11144608,Breads,64.68260192871094,OUT045,2002,Small,Tier 2,Supermarket Type1,1097.9042
7281,NCO55,12.800000190734863,Low Fat,0.152377658,Others,108.19380187988281,OUT010,1998,Small,Tier 3,Grocery Store,428.7752
7282,FDO48,15.0,Regular,0.0268952,Baking Goods,220.34559631347656,OUT045,2002,Small,Tier 2,Supermarket Type1,1989.4104
7283,FDT35,19.850000381469727,Regular,0.081916124,Breads,167.6815948486328,OUT017,2007,Small,Tier 2,Supermarket Type1,1845.5976
7284,DRE27,11.850000381469727,Low Fat,0.132939639,Dairy,98.07260131835938,OUT045,2002,Small,Tier 2,Supermarket Type1,1761.7068
7285,FDF41,12.149999618530273,Low Fat,0.131921819,Frozen Foods,246.3459930419922,OUT017,2007,Small,Tier 2,Supermarket Type1,739.038
7286,FDP57,17.5,Low Fat,0.052740763,Snack Foods,103.79900360107422,OUT017,2007,Small,Tier 2,Supermarket Type1,1135.189
7287,FDJ52,7.144999980926514,Low Fat,0.017822936,Frozen Foods,161.35780334472656,OUT045,2002,Small,Tier 2,Supermarket Type1,1123.2046
7288,FDY45,17.5,Low Fat,0.026195131,Snack Foods,252.63560485839844,OUT045,2002,Small,Tier 2,Supermarket Type1,2543.356
7289,FDH58,12.300000190734863,low fat,0.037148619,Snack Foods,116.8833999633789,OUT017,2007,Small,Tier 2,Supermarket Type1,2649.2182
7290,NCV42,6.260000228881836,Low Fat,0.052593952,Household,111.02279663085938,OUT010,1998,Small,Tier 3,Grocery Store,221.0456
7291,FDR59,14.5,Regular,0.064224789,Breads,262.7593994140625,OUT017,2007,Small,Tier 2,Supermarket Type1,7064.8038
7292,FDH35,18.25,Low Fat,0.060589424,Starchy Foods,162.55259704589844,OUT017,2007,Small,Tier 2,Supermarket Type1,986.7156
7293,FDX08,12.850000381469727,Low Fat,0.022649893,Fruits and Vegetables,179.33180236816406,OUT045,2002,Small,Tier 2,Supermarket Type1,1263.0226
7294,FDT55,13.600000381469727,Regular,0.043743689,Fruits and Vegetables,157.7946014404297,OUT045,2002,Small,Tier 2,Supermarket Type1,1104.5622
7295,NCY17,18.200000762939453,Low Fat,0.0,Health and Hygiene,44.10860061645508,OUT045,2002,Small,Tier 2,Supermarket Type1,1115.215
7296,FDZ44,8.1850004196167,Low Fat,0.064824502,Fruits and Vegetables,116.08080291748047,OUT010,1998,Small,Tier 3,Grocery Store,234.3616
7297,NCA06,20.5,Low Fat,0.143574191,Household,37.21900177001953,OUT045,2002,Small,Tier 2,Supermarket Type1,476.047
7298,FDP22,14.649999618530273,Regular,0.099333217,Snack Foods,51.366600036621094,OUT045,2002,Small,Tier 2,Supermarket Type1,1076.5986
7299,FDW37,19.200000762939453,Low Fat,0.12475207,Canned,90.94879913330078,OUT017,2007,Small,Tier 2,Supermarket Type1,633.8416
7300,FDC51,10.895000457763672,Regular,0.009676286,Dairy,122.87300109863281,OUT017,2007,Small,Tier 2,Supermarket Type1,3448.844
7301,DRA24,19.350000381469727,Regular,0.066831682,Soft Drinks,163.8867950439453,OUT010,1998,Small,Tier 3,Grocery Store,327.5736
7302,FDT27,11.395000457763672,Regular,0.069728296,Meat,233.9615936279297,OUT045,2002,Small,Tier 2,Supermarket Type1,1406.1696
7303,NCW54,7.5,Low Fat,0.09660879,Household,56.95880126953125,OUT045,2002,Small,Tier 2,Supermarket Type1,744.3644
7304,FDS59,14.800000190734863,Regular,0.043982464,Breads,110.65699768066406,OUT045,2002,Small,Tier 2,Supermarket Type1,2966.139
7305,FDV03,17.600000381469727,Low Fat,0.058209079,Meat,153.6313934326172,OUT045,2002,Small,Tier 2,Supermarket Type1,5274.4676
7306,FDT12,6.215000152587891,Regular,0.083056555,Baking Goods,224.4062042236328,OUT010,1998,Small,Tier 3,Grocery Store,225.7062
7307,FDK51,19.850000381469727,Low Fat,0.008762556,Dairy,266.6883850097656,OUT010,1998,Small,Tier 3,Grocery Store,264.9884
7308,DRI23,18.850000381469727,Low Fat,0.137972993,Hard Drinks,158.45779418945312,OUT017,2007,Small,Tier 2,Supermarket Type1,1444.1202
7309,FDY57,20.200000762939453,reg,0.121940099,Snack Foods,95.37519836425781,OUT017,2007,Small,Tier 2,Supermarket Type1,1150.5024
7310,FDC50,15.850000381469727,Low Fat,0.13727,Canned,94.4094009399414,OUT017,2007,Small,Tier 2,Supermarket Type1,1904.188
7311,FDT40,5.985000133514404,Low Fat,0.095989602,Frozen Foods,127.3677978515625,OUT045,2002,Small,Tier 2,Supermarket Type1,508.6712
7312,FDD50,18.850000381469727,Low Fat,0.142443405,Canned,170.41319274902344,OUT017,2007,Small,Tier 2,Supermarket Type1,4396.9432
7313,FDQ46,7.510000228881836,Low Fat,0.104400238,Snack Foods,113.55439758300781,OUT017,2007,Small,Tier 2,Supermarket Type1,894.8352
7314,FDE02,8.710000038146973,Low Fat,0.121936216,Canned,94.47779846191406,OUT017,2007,Small,Tier 2,Supermarket Type1,2628.5784
